"","nowcast_date","week","clade","source","nseq"
"472",2025-02-12,2025-03-12,"24B","NCBI",0
"473",2025-02-12,2025-03-12,"24C","California COVIDNet",0
"474",2025-02-12,2025-03-12,"24C","NCBI",0
"475",2025-02-12,2025-03-12,"24D","California COVIDNet",0
"476",2025-02-12,2025-03-12,"24D","NCBI",0
"477",2025-02-12,2025-03-12,"24E","California COVIDNet",0
"478",2025-02-12,2025-03-12,"24E","NCBI",0
"479",2025-02-12,2025-03-12,"24F","California COVIDNet",0
"480",2025-02-12,2025-03-12,"24F","NCBI",0
"481",2025-02-12,2025-03-12,"24H","California COVIDNet",0
"482",2025-02-12,2025-03-12,"24H","NCBI",0
"483",2025-02-12,2025-03-12,"24I","California COVIDNet",0
"484",2025-02-12,2025-03-12,"24I","NCBI",0
"485",2025-02-12,2025-03-12,"25A","California COVIDNet",0
"486",2025-02-12,2025-03-12,"25A","NCBI",0
"487",2025-02-12,2025-03-12,"25B","California COVIDNet",0
"488",2025-02-12,2025-03-12,"25B","NCBI",0
"489",2025-02-12,2025-03-12,"25C","California COVIDNet",0
"490",2025-02-12,2025-03-12,"25C","NCBI",0
"491",2025-02-12,2025-03-12,"other","California COVIDNet",0
"492",2025-02-12,2025-03-12,"other","NCBI",0
"493",2025-02-12,2025-03-12,"recombinant","California COVIDNet",0
"494",2025-02-12,2025-03-12,"recombinant","NCBI",0
"495",2025-02-12,2025-03-19,"24A","California COVIDNet",0
"496",2025-02-12,2025-03-19,"24A","NCBI",0
"497",2025-02-12,2025-03-19,"24B","California COVIDNet",0
"498",2025-02-12,2025-03-19,"24B","NCBI",0
"499",2025-02-12,2025-03-19,"24C","California COVIDNet",0
"500",2025-02-12,2025-03-19,"24C","NCBI",0
"501",2025-02-12,2025-03-19,"24D","California COVIDNet",0
"502",2025-02-12,2025-03-19,"24D","NCBI",0
"503",2025-02-12,2025-03-19,"24E","California COVIDNet",0
"504",2025-02-12,2025-03-19,"24E","NCBI",0
"505",2025-02-12,2025-03-19,"24F","California COVIDNet",0
"506",2025-02-12,2025-03-19,"24F","NCBI",0
"507",2025-02-12,2025-03-19,"24H","California COVIDNet",0
"508",2025-02-12,2025-03-19,"24H","NCBI",0
"509",2025-02-12,2025-03-19,"24I","California COVIDNet",0
"510",2025-02-12,2025-03-19,"24I","NCBI",0
"511",2025-02-12,2025-03-19,"25A","California COVIDNet",0
"512",2025-02-12,2025-03-19,"25A","NCBI",0
"513",2025-02-12,2025-03-19,"25B","California COVIDNet",0
"514",2025-02-12,2025-03-19,"25B","NCBI",0
"515",2025-02-12,2025-03-19,"25C","California COVIDNet",0
"516",2025-02-12,2025-03-19,"25C","NCBI",0
"517",2025-02-12,2025-03-19,"other","California COVIDNet",0
"518",2025-02-12,2025-03-19,"other","NCBI",0
"519",2025-02-12,2025-03-19,"recombinant","California COVIDNet",0
"520",2025-02-12,2025-03-19,"recombinant","NCBI",0
"521",2025-02-12,2025-03-26,"24A","California COVIDNet",0
"522",2025-02-12,2025-03-26,"24A","NCBI",0
"523",2025-02-12,2025-03-26,"24B","California COVIDNet",0
"524",2025-02-12,2025-03-26,"24B","NCBI",0
"525",2025-02-12,2025-03-26,"24C","California COVIDNet",0
"526",2025-02-12,2025-03-26,"24C","NCBI",0
"527",2025-02-12,2025-03-26,"24D","California COVIDNet",0
"528",2025-02-12,2025-03-26,"24D","NCBI",0
"529",2025-02-12,2025-03-26,"24E","California COVIDNet",0
"530",2025-02-12,2025-03-26,"24E","NCBI",0
"531",2025-02-12,2025-03-26,"24F","California COVIDNet",0
"532",2025-02-12,2025-03-26,"24F","NCBI",0
"533",2025-02-12,2025-03-26,"24H","California COVIDNet",0
"534",2025-02-12,2025-03-26,"24H","NCBI",0
"535",2025-02-12,2025-03-26,"24I","California COVIDNet",0
"536",2025-02-12,2025-03-26,"24I","NCBI",0
"537",2025-02-12,2025-03-26,"25A","California COVIDNet",0
"538",2025-02-12,2025-03-26,"25A","NCBI",0
"539",2025-02-12,2025-03-26,"25B","California COVIDNet",0
"540",2025-02-12,2025-03-26,"25B","NCBI",0
"541",2025-02-12,2025-03-26,"25C","California COVIDNet",0
"542",2025-02-12,2025-03-26,"25C","NCBI",0
"543",2025-02-12,2025-03-26,"other","California COVIDNet",0
"544",2025-02-12,2025-03-26,"other","NCBI",0
"545",2025-02-12,2025-03-26,"recombinant","California COVIDNet",0
"546",2025-02-12,2025-03-26,"recombinant","NCBI",0
"547",2025-02-12,2025-04-02,"24A","California COVIDNet",0
"548",2025-02-12,2025-04-02,"24A","NCBI",0
"549",2025-02-12,2025-04-02,"24B","California COVIDNet",0
"550",2025-02-12,2025-04-02,"24B","NCBI",0
"551",2025-02-12,2025-04-02,"24C","California COVIDNet",0
"552",2025-02-12,2025-04-02,"24C","NCBI",0
"553",2025-02-12,2025-04-02,"24D","California COVIDNet",0
"554",2025-02-12,2025-04-02,"24D","NCBI",0
"555",2025-02-12,2025-04-02,"24E","California COVIDNet",0
"556",2025-02-12,2025-04-02,"24E","NCBI",0
"557",2025-02-12,2025-04-02,"24F","California COVIDNet",0
"558",2025-02-12,2025-04-02,"24F","NCBI",0
"559",2025-02-12,2025-04-02,"24H","California COVIDNet",0
"560",2025-02-12,2025-04-02,"24H","NCBI",0
"561",2025-02-12,2025-04-02,"24I","California COVIDNet",0
"562",2025-02-12,2025-04-02,"24I","NCBI",0
"563",2025-02-12,2025-04-02,"25A","California COVIDNet",0
"564",2025-02-12,2025-04-02,"25A","NCBI",0
"565",2025-02-12,2025-04-02,"25B","California COVIDNet",0
"566",2025-02-12,2025-04-02,"25B","NCBI",0
"567",2025-02-12,2025-04-02,"25C","California COVIDNet",0
"568",2025-02-12,2025-04-02,"25C","NCBI",0
"569",2025-02-12,2025-04-02,"other","California COVIDNet",0
"570",2025-02-12,2025-04-02,"other","NCBI",0
"571",2025-02-12,2025-04-02,"recombinant","California COVIDNet",0
"572",2025-02-12,2025-04-02,"recombinant","NCBI",0
"573",2025-02-12,2025-04-09,"24A","California COVIDNet",0
"574",2025-02-12,2025-04-09,"24A","NCBI",0
"575",2025-02-12,2025-04-09,"24B","California COVIDNet",0
"576",2025-02-12,2025-04-09,"24B","NCBI",0
"577",2025-02-12,2025-04-09,"24C","California COVIDNet",0
"578",2025-02-12,2025-04-09,"24C","NCBI",0
"579",2025-02-12,2025-04-09,"24D","California COVIDNet",0
"580",2025-02-12,2025-04-09,"24D","NCBI",0
"581",2025-02-12,2025-04-09,"24E","California COVIDNet",0
"582",2025-02-12,2025-04-09,"24E","NCBI",0
"583",2025-02-12,2025-04-09,"24F","California COVIDNet",0
"584",2025-02-12,2025-04-09,"24F","NCBI",0
"585",2025-02-12,2025-04-09,"24H","California COVIDNet",0
"586",2025-02-12,2025-04-09,"24H","NCBI",0
"587",2025-02-12,2025-04-09,"24I","California COVIDNet",0
"588",2025-02-12,2025-04-09,"24I","NCBI",0
"589",2025-02-12,2025-04-09,"25A","California COVIDNet",0
"590",2025-02-12,2025-04-09,"25A","NCBI",0
"591",2025-02-12,2025-04-09,"25B","California COVIDNet",0
"592",2025-02-12,2025-04-09,"25B","NCBI",0
"593",2025-02-12,2025-04-09,"25C","California COVIDNet",0
"594",2025-02-12,2025-04-09,"25C","NCBI",0
"595",2025-02-12,2025-04-09,"other","California COVIDNet",0
"596",2025-02-12,2025-04-09,"other","NCBI",0
"597",2025-02-12,2025-04-09,"recombinant","California COVIDNet",0
"598",2025-02-12,2025-04-09,"recombinant","NCBI",0
"599",2025-02-12,2025-04-16,"24A","California COVIDNet",0
"600",2025-02-12,2025-04-16,"24A","NCBI",0
"601",2025-02-12,2025-04-16,"24B","California COVIDNet",0
"602",2025-02-12,2025-04-16,"24B","NCBI",0
"603",2025-02-12,2025-04-16,"24C","California COVIDNet",0
"604",2025-02-12,2025-04-16,"24C","NCBI",0
"605",2025-02-12,2025-04-16,"24D","California COVIDNet",0
"606",2025-02-12,2025-04-16,"24D","NCBI",0
"607",2025-02-12,2025-04-16,"24E","California COVIDNet",0
"608",2025-02-12,2025-04-16,"24E","NCBI",0
"609",2025-02-12,2025-04-16,"24F","California COVIDNet",0
"610",2025-02-12,2025-04-16,"24F","NCBI",0
"611",2025-02-12,2025-04-16,"24H","California COVIDNet",0
"612",2025-02-12,2025-04-16,"24H","NCBI",0
"613",2025-02-12,2025-04-16,"24I","California COVIDNet",0
"614",2025-02-12,2025-04-16,"24I","NCBI",0
"615",2025-02-12,2025-04-16,"25A","California COVIDNet",0
"616",2025-02-12,2025-04-16,"25A","NCBI",0
"617",2025-02-12,2025-04-16,"25B","California COVIDNet",0
"618",2025-02-12,2025-04-16,"25B","NCBI",0
"619",2025-02-12,2025-04-16,"25C","California COVIDNet",0
"620",2025-02-12,2025-04-16,"25C","NCBI",0
"621",2025-02-12,2025-04-16,"other","California COVIDNet",0
"622",2025-02-12,2025-04-16,"other","NCBI",0
"623",2025-02-12,2025-04-16,"recombinant","California COVIDNet",0
"624",2025-02-12,2025-04-16,"recombinant","NCBI",0
"625",2025-02-12,2025-04-23,"24A","California COVIDNet",0
"626",2025-02-12,2025-04-23,"24A","NCBI",0
"627",2025-02-12,2025-04-23,"24B","California COVIDNet",0
"628",2025-02-12,2025-04-23,"24B","NCBI",0
"629",2025-02-12,2025-04-23,"24C","California COVIDNet",0
"630",2025-02-12,2025-04-23,"24C","NCBI",0
"631",2025-02-12,2025-04-23,"24D","California COVIDNet",0
"632",2025-02-12,2025-04-23,"24D","NCBI",0
"633",2025-02-12,2025-04-23,"24E","California COVIDNet",0
"634",2025-02-12,2025-04-23,"24E","NCBI",0
"635",2025-02-12,2025-04-23,"24F","California COVIDNet",0
"636",2025-02-12,2025-04-23,"24F","NCBI",0
"637",2025-02-12,2025-04-23,"24H","California COVIDNet",0
"638",2025-02-12,2025-04-23,"24H","NCBI",0
"639",2025-02-12,2025-04-23,"24I","California COVIDNet",0
"640",2025-02-12,2025-04-23,"24I","NCBI",0
"641",2025-02-12,2025-04-23,"25A","California COVIDNet",0
"642",2025-02-12,2025-04-23,"25A","NCBI",0
"643",2025-02-12,2025-04-23,"25B","California COVIDNet",0
"644",2025-02-12,2025-04-23,"25B","NCBI",0
"645",2025-02-12,2025-04-23,"25C","California COVIDNet",0
"646",2025-02-12,2025-04-23,"25C","NCBI",0
"647",2025-02-12,2025-04-23,"other","California COVIDNet",0
"648",2025-02-12,2025-04-23,"other","NCBI",0
"649",2025-02-12,2025-04-23,"recombinant","California COVIDNet",0
"650",2025-02-12,2025-04-23,"recombinant","NCBI",0
"651",2025-02-12,2025-04-30,"24A","California COVIDNet",0
"652",2025-02-12,2025-04-30,"24A","NCBI",0
"653",2025-02-12,2025-04-30,"24B","California COVIDNet",0
"654",2025-02-12,2025-04-30,"24B","NCBI",0
"655",2025-02-12,2025-04-30,"24C","California COVIDNet",0
"656",2025-02-12,2025-04-30,"24C","NCBI",0
"657",2025-02-12,2025-04-30,"24D","California COVIDNet",0
"658",2025-02-12,2025-04-30,"24D","NCBI",0
"659",2025-02-12,2025-04-30,"24E","California COVIDNet",0
"660",2025-02-12,2025-04-30,"24E","NCBI",0
"661",2025-02-12,2025-04-30,"24F","California COVIDNet",0
"662",2025-02-12,2025-04-30,"24F","NCBI",0
"663",2025-02-12,2025-04-30,"24H","California COVIDNet",0
"664",2025-02-12,2025-04-30,"24H","NCBI",0
"665",2025-02-12,2025-04-30,"24I","California COVIDNet",0
"666",2025-02-12,2025-04-30,"24I","NCBI",0
"667",2025-02-12,2025-04-30,"25A","California COVIDNet",0
"668",2025-02-12,2025-04-30,"25A","NCBI",0
"669",2025-02-12,2025-04-30,"25B","California COVIDNet",0
"670",2025-02-12,2025-04-30,"25B","NCBI",0
"671",2025-02-12,2025-04-30,"25C","California COVIDNet",0
"672",2025-02-12,2025-04-30,"25C","NCBI",0
"673",2025-02-12,2025-04-30,"other","California COVIDNet",0
"674",2025-02-12,2025-04-30,"other","NCBI",0
"675",2025-02-12,2025-04-30,"recombinant","California COVIDNet",0
"676",2025-02-12,2025-04-30,"recombinant","NCBI",0
"677",2025-02-12,2025-05-07,"24A","California COVIDNet",0
"678",2025-02-12,2025-05-07,"24A","NCBI",0
"679",2025-02-12,2025-05-07,"24B","California COVIDNet",0
"680",2025-02-12,2025-05-07,"24B","NCBI",0
"681",2025-02-12,2025-05-07,"24C","California COVIDNet",0
"682",2025-02-12,2025-05-07,"24C","NCBI",0
"683",2025-02-12,2025-05-07,"24D","California COVIDNet",0
"684",2025-02-12,2025-05-07,"24D","NCBI",0
"685",2025-02-12,2025-05-07,"24E","California COVIDNet",0
"686",2025-02-12,2025-05-07,"24E","NCBI",0
"687",2025-02-12,2025-05-07,"24F","California COVIDNet",0
"688",2025-02-12,2025-05-07,"24F","NCBI",0
"689",2025-02-12,2025-05-07,"24H","California COVIDNet",0
"690",2025-02-12,2025-05-07,"24H","NCBI",0
"691",2025-02-12,2025-05-07,"24I","California COVIDNet",0
"692",2025-02-12,2025-05-07,"24I","NCBI",0
"693",2025-02-12,2025-05-07,"25A","California COVIDNet",0
"694",2025-02-12,2025-05-07,"25A","NCBI",0
"695",2025-02-12,2025-05-07,"25B","California COVIDNet",0
"696",2025-02-12,2025-05-07,"25B","NCBI",0
"697",2025-02-12,2025-05-07,"25C","California COVIDNet",0
"698",2025-02-12,2025-05-07,"25C","NCBI",0
"699",2025-02-12,2025-05-07,"other","California COVIDNet",0
"700",2025-02-12,2025-05-07,"other","NCBI",0
"701",2025-02-12,2025-05-07,"recombinant","California COVIDNet",0
"702",2025-02-12,2025-05-07,"recombinant","NCBI",0
"703",2025-02-12,2025-05-14,"24A","California COVIDNet",0
"704",2025-02-12,2025-05-14,"24A","NCBI",0
"705",2025-02-12,2025-05-14,"24B","California COVIDNet",0
"706",2025-02-12,2025-05-14,"24B","NCBI",0
"707",2025-02-12,2025-05-14,"24C","California COVIDNet",0
"708",2025-02-12,2025-05-14,"24C","NCBI",0
"709",2025-02-12,2025-05-14,"24D","California COVIDNet",0
"710",2025-02-12,2025-05-14,"24D","NCBI",0
"711",2025-02-12,2025-05-14,"24E","California COVIDNet",0
"712",2025-02-12,2025-05-14,"24E","NCBI",0
"713",2025-02-12,2025-05-14,"24F","California COVIDNet",0
"714",2025-02-12,2025-05-14,"24F","NCBI",0
"715",2025-02-12,2025-05-14,"24H","California COVIDNet",0
"716",2025-02-12,2025-05-14,"24H","NCBI",0
"717",2025-02-12,2025-05-14,"24I","California COVIDNet",0
"718",2025-02-12,2025-05-14,"24I","NCBI",0
"719",2025-02-12,2025-05-14,"25A","California COVIDNet",0
"720",2025-02-12,2025-05-14,"25A","NCBI",0
"721",2025-02-12,2025-05-14,"25B","California COVIDNet",0
"722",2025-02-12,2025-05-14,"25B","NCBI",0
"723",2025-02-12,2025-05-14,"25C","California COVIDNet",0
"724",2025-02-12,2025-05-14,"25C","NCBI",0
"725",2025-02-12,2025-05-14,"other","California COVIDNet",0
"726",2025-02-12,2025-05-14,"other","NCBI",0
"727",2025-02-12,2025-05-14,"recombinant","California COVIDNet",0
"728",2025-02-12,2025-05-14,"recombinant","NCBI",0
"729",2025-02-12,2025-05-21,"24A","California COVIDNet",0
"730",2025-02-12,2025-05-21,"24A","NCBI",0
"731",2025-02-12,2025-05-21,"24B","California COVIDNet",0
"732",2025-02-12,2025-05-21,"24B","NCBI",0
"733",2025-02-12,2025-05-21,"24C","California COVIDNet",0
"734",2025-02-12,2025-05-21,"24C","NCBI",0
"735",2025-02-12,2025-05-21,"24D","California COVIDNet",0
"736",2025-02-12,2025-05-21,"24D","NCBI",0
"737",2025-02-12,2025-05-21,"24E","California COVIDNet",0
"738",2025-02-12,2025-05-21,"24E","NCBI",0
"739",2025-02-12,2025-05-21,"24F","California COVIDNet",0
"740",2025-02-12,2025-05-21,"24F","NCBI",0
"741",2025-02-12,2025-05-21,"24H","California COVIDNet",0
"742",2025-02-12,2025-05-21,"24H","NCBI",0
"743",2025-02-12,2025-05-21,"24I","California COVIDNet",0
"744",2025-02-12,2025-05-21,"24I","NCBI",0
"745",2025-02-12,2025-05-21,"25A","California COVIDNet",0
"746",2025-02-12,2025-05-21,"25A","NCBI",0
"747",2025-02-12,2025-05-21,"25B","California COVIDNet",0
"748",2025-02-12,2025-05-21,"25B","NCBI",0
"749",2025-02-12,2025-05-21,"25C","California COVIDNet",0
"750",2025-02-12,2025-05-21,"25C","NCBI",0
"751",2025-02-12,2025-05-21,"other","California COVIDNet",0
"752",2025-02-12,2025-05-21,"other","NCBI",0
"753",2025-02-12,2025-05-21,"recombinant","California COVIDNet",0
"754",2025-02-12,2025-05-21,"recombinant","NCBI",0
"755",2025-02-12,2025-05-28,"24A","California COVIDNet",0
"756",2025-02-12,2025-05-28,"24A","NCBI",0
"757",2025-02-12,2025-05-28,"24B","California COVIDNet",0
"758",2025-02-12,2025-05-28,"24B","NCBI",0
"759",2025-02-12,2025-05-28,"24C","California COVIDNet",0
"760",2025-02-12,2025-05-28,"24C","NCBI",0
"761",2025-02-12,2025-05-28,"24D","California COVIDNet",0
"762",2025-02-12,2025-05-28,"24D","NCBI",0
"763",2025-02-12,2025-05-28,"24E","California COVIDNet",0
"764",2025-02-12,2025-05-28,"24E","NCBI",0
"765",2025-02-12,2025-05-28,"24F","California COVIDNet",0
"766",2025-02-12,2025-05-28,"24F","NCBI",0
"767",2025-02-12,2025-05-28,"24H","California COVIDNet",0
"768",2025-02-12,2025-05-28,"24H","NCBI",0
"769",2025-02-12,2025-05-28,"24I","California COVIDNet",0
"770",2025-02-12,2025-05-28,"24I","NCBI",0
"771",2025-02-12,2025-05-28,"25A","California COVIDNet",0
"772",2025-02-12,2025-05-28,"25A","NCBI",0
"773",2025-02-12,2025-05-28,"25B","California COVIDNet",0
"774",2025-02-12,2025-05-28,"25B","NCBI",0
"775",2025-02-12,2025-05-28,"25C","California COVIDNet",0
"776",2025-02-12,2025-05-28,"25C","NCBI",0
"777",2025-02-12,2025-05-28,"other","California COVIDNet",0
"778",2025-02-12,2025-05-28,"other","NCBI",0
"779",2025-02-12,2025-05-28,"recombinant","California COVIDNet",0
"780",2025-02-12,2025-05-28,"recombinant","NCBI",0
"781",2025-02-12,2025-06-04,"24A","California COVIDNet",0
"782",2025-02-12,2025-06-04,"24A","NCBI",0
"783",2025-02-12,2025-06-04,"24B","California COVIDNet",0
"784",2025-02-12,2025-06-04,"24B","NCBI",0
"785",2025-02-12,2025-06-04,"24C","California COVIDNet",0
"786",2025-02-12,2025-06-04,"24C","NCBI",0
"787",2025-02-12,2025-06-04,"24D","California COVIDNet",0
"788",2025-02-12,2025-06-04,"24D","NCBI",0
"789",2025-02-12,2025-06-04,"24E","California COVIDNet",0
"790",2025-02-12,2025-06-04,"24E","NCBI",0
"791",2025-02-12,2025-06-04,"24F","California COVIDNet",0
"792",2025-02-12,2025-06-04,"24F","NCBI",0
"793",2025-02-12,2025-06-04,"24H","California COVIDNet",0
"794",2025-02-12,2025-06-04,"24H","NCBI",0
"795",2025-02-12,2025-06-04,"24I","California COVIDNet",0
"796",2025-02-12,2025-06-04,"24I","NCBI",0
"797",2025-02-12,2025-06-04,"25A","California COVIDNet",0
"798",2025-02-12,2025-06-04,"25A","NCBI",0
"799",2025-02-12,2025-06-04,"25B","California COVIDNet",0
"800",2025-02-12,2025-06-04,"25B","NCBI",0
"801",2025-02-12,2025-06-04,"25C","California COVIDNet",0
"802",2025-02-12,2025-06-04,"25C","NCBI",0
"803",2025-02-12,2025-06-04,"other","California COVIDNet",0
"804",2025-02-12,2025-06-04,"other","NCBI",0
"805",2025-02-12,2025-06-04,"recombinant","California COVIDNet",0
"806",2025-02-12,2025-06-04,"recombinant","NCBI",0
"807",2025-02-12,2025-06-11,"24A","California COVIDNet",0
"808",2025-02-12,2025-06-11,"24A","NCBI",0
"809",2025-02-12,2025-06-11,"24B","California COVIDNet",0
"810",2025-02-12,2025-06-11,"24B","NCBI",0
"811",2025-02-12,2025-06-11,"24C","California COVIDNet",0
"812",2025-02-12,2025-06-11,"24C","NCBI",0
"813",2025-02-12,2025-06-11,"24D","California COVIDNet",0
"814",2025-02-12,2025-06-11,"24D","NCBI",0
"815",2025-02-12,2025-06-11,"24E","California COVIDNet",0
"816",2025-02-12,2025-06-11,"24E","NCBI",0
"817",2025-02-12,2025-06-11,"24F","California COVIDNet",0
"818",2025-02-12,2025-06-11,"24F","NCBI",0
"819",2025-02-12,2025-06-11,"24H","California COVIDNet",0
"820",2025-02-12,2025-06-11,"24H","NCBI",0
"821",2025-02-12,2025-06-11,"24I","California COVIDNet",0
"822",2025-02-12,2025-06-11,"24I","NCBI",0
"823",2025-02-12,2025-06-11,"25A","California COVIDNet",0
"824",2025-02-12,2025-06-11,"25A","NCBI",0
"825",2025-02-12,2025-06-11,"25B","California COVIDNet",0
"826",2025-02-12,2025-06-11,"25B","NCBI",0
"827",2025-02-12,2025-06-11,"25C","California COVIDNet",0
"828",2025-02-12,2025-06-11,"25C","NCBI",0
"829",2025-02-12,2025-06-11,"other","California COVIDNet",0
"830",2025-02-12,2025-06-11,"other","NCBI",0
"831",2025-02-12,2025-06-11,"recombinant","California COVIDNet",0
"832",2025-02-12,2025-06-11,"recombinant","NCBI",0
"833",2025-03-19,2024-11-06,"24A","California COVIDNet",0
"834",2025-03-19,2024-11-06,"24A","NCBI",0
"835",2025-03-19,2024-11-06,"24B","California COVIDNet",0
"836",2025-03-19,2024-11-06,"24B","NCBI",0
"837",2025-03-19,2024-11-06,"24C","California COVIDNet",0
"838",2025-03-19,2024-11-06,"24C","NCBI",0
"839",2025-03-19,2024-11-06,"24D","California COVIDNet",0
"840",2025-03-19,2024-11-06,"24D","NCBI",0
"841",2025-03-19,2024-11-06,"24E","California COVIDNet",0
"842",2025-03-19,2024-11-06,"24E","NCBI",0
"843",2025-03-19,2024-11-06,"24F","California COVIDNet",0
"844",2025-03-19,2024-11-06,"24F","NCBI",0
"845",2025-03-19,2024-11-06,"24H","California COVIDNet",0
"846",2025-03-19,2024-11-06,"24H","NCBI",0
"847",2025-03-19,2024-11-06,"24I","California COVIDNet",0
"848",2025-03-19,2024-11-06,"24I","NCBI",0
"849",2025-03-19,2024-11-06,"25A","California COVIDNet",0
"850",2025-03-19,2024-11-06,"25A","NCBI",0
"851",2025-03-19,2024-11-06,"25B","California COVIDNet",0
"852",2025-03-19,2024-11-06,"25B","NCBI",0
"853",2025-03-19,2024-11-06,"25C","California COVIDNet",0
"854",2025-03-19,2024-11-06,"25C","NCBI",0
"855",2025-03-19,2024-11-06,"other","California COVIDNet",0
"856",2025-03-19,2024-11-06,"other","NCBI",0
"857",2025-03-19,2024-11-06,"recombinant","California COVIDNet",0
"858",2025-03-19,2024-11-06,"recombinant","NCBI",0
"859",2025-03-19,2024-11-13,"24A","California COVIDNet",0
"860",2025-03-19,2024-11-13,"24A","NCBI",0
"861",2025-03-19,2024-11-13,"24B","California COVIDNet",0
"862",2025-03-19,2024-11-13,"24B","NCBI",0
"863",2025-03-19,2024-11-13,"24C","California COVIDNet",0
"864",2025-03-19,2024-11-13,"24C","NCBI",0
"865",2025-03-19,2024-11-13,"24D","California COVIDNet",0
"866",2025-03-19,2024-11-13,"24D","NCBI",0
"867",2025-03-19,2024-11-13,"24E","California COVIDNet",0
"868",2025-03-19,2024-11-13,"24E","NCBI",0
"869",2025-03-19,2024-11-13,"24F","California COVIDNet",0
"870",2025-03-19,2024-11-13,"24F","NCBI",0
"871",2025-03-19,2024-11-13,"24H","California COVIDNet",0
"872",2025-03-19,2024-11-13,"24H","NCBI",0
"873",2025-03-19,2024-11-13,"24I","California COVIDNet",0
"874",2025-03-19,2024-11-13,"24I","NCBI",0
"875",2025-03-19,2024-11-13,"25A","California COVIDNet",0
"876",2025-03-19,2024-11-13,"25A","NCBI",0
"877",2025-03-19,2024-11-13,"25B","California COVIDNet",0
"878",2025-03-19,2024-11-13,"25B","NCBI",0
